,trackId,trackTitle,artistName,genre,nearest_trackId,nearest_trackTitle,nearest_artistName,nearest_genre,min_distance
234,48284312,Contagious,The Isley Brothers,pop,48360991,Practice What You Preach,Barry White,pop,0.13625150247697249
235,46882267,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,soul,46868760,I Say a Little Prayer,Aretha Franklin,soul,0.17863148040214083
236,53781097,My Girl,The Temptations,rnb,46868500,When A Man Loves A Woman,Percy Sledge,pop,0.14949578134541408
237,32312365,Hail to the King,Avenged Sevenfold,rock,38933222,Stricken,Disturbed,rock,0.12980463333200098
238,53267792,"You're The First, The Last, My Everything",Barry White,pop,31500122,"Can't Get Enough Of Your Love, Babe",Barry White,pop,0.33326366649749894
239,37605554,Nightmare,Avenged Sevenfold,rock,37605560,So Far Away,Avenged Sevenfold,rock,0.1093292596212907
240,51866584,How Can You Mend a Broken Heart,Al Green,rnb,27622495,"It's A Man's, Man's, Man's World",James Brown,rnb,0.21270263354039687
241,50718760,Time,Hans Zimmer,score,34922750,Cornfield Chase,Hans Zimmer,score,0.1496928124336554
242,47025638,Cruisin',Smokey Robinson,rnb,34899695,"For the Love of You, Pts. 1 & 2",The Isley Brothers,pop,0.10945451077934254
243,47059332,The Unforgiven,Metallica,rock,47059335,Nothing Else Matters,Metallica,rock,0.08667976488626217
244,32063063,Walk (LP Version),Pantera,rock,40499515,This Love  (LP Version),Pantera,rock,0.08362090509300546
245,34822971,Lonely Day,System Of A Down,pop,47059337,One,Metallica,rock,0.1874120219233263
246,40953202,I'll Be There,The Jackson 5,pop,46880607,ABC,The Jackson 5,pop,0.27647184379555023
247,38817695,Still Loving You,Scorpions,rock,31117435,Rock You Like a Hurricane,Scorpions,rock,0.17674701121441705
248,14142346,Tainted Love,Marilyn Manson,rock,14142334,The Beautiful People,Marilyn Manson,rock,0.24162851837602572
249,31314047,Kickstart My Heart,Mötley Crüe,rock,31314064,Dr. Feelgood,Mötley Crüe,rock,0.11554178541819937
250,46865152,Blowin' In the Wind,Bob Dylan,pop,47815251,Hey Joe,Jimi Hendrix,rock,0.23823146128551687
251,29055239,Check Yo Self,Ice Cube,hiphop,30183113,The Next Episode,Dr. Dre,hiphop,0.16586928315691418
252,41620992,Who's Lovin' You,The Jackson 5,pop,29060663,Ain't Too Proud To Beg,The Temptations,rnb,0.2870889143002845
253,46967312,Rock And Roll All Nite,Kiss,rock,38363393,Since You Been Gone,Rainbow,rock,0.17935050221429572
254,46865154,Hurricane,Bob Dylan,pop,46865146,Like a Rolling Stone,Bob Dylan,pop,0.22180293361344505
255,41129881,These Arms Of Mine,Otis Redding,soul,49147933,The Dark End Of The Street (LP Version),Percy Sledge,pop,0.17532007898831115
256,29099766,Wrong Side of Heaven,Five Finger Death Punch,metal,38933199,Down With The Sickness,Disturbed,rock,0.1307814378555724
257,46860779,I've Got A Woman,Ray Charles,pop,34470927,"What'd I Say, Pt. I & II",Ray Charles,pop,0.13228262660524392
258,40829352,BagBak,Vince Staples,hiphop,40931516,Big Fish,Vince Staples,hiphop,0.2945410092432358
259,41206324,You Can't Hurry Love,The Supremes,rnb,32517877,Where Did Our Love Go,The Supremes,rnb,0.18788882382577576
260,47868335,White Room,Cream,rock,46953871,Strange Brew,Cream,rock,0.13998763591552155
261,47976045,Through Glass,Stone Sour,rock,33964630,Scars,Papa Roach,rock,0.11058408574990752
262,46873555,Epic,Faith No More,rock,38717088,Cowboys From Hell  (LP Version),Pantera,rock,0.17877470723465594
263,46868626,This Christmas,Donny Hathaway,soul,9389206,"Wish You a Merry Christmas (feat. Ray I, Inner Circle)",Jacob Miller,reggae,0.30494387948063106
264,42723663,Georgia On My Mind,Ray Charles,pop,34470927,"What'd I Say, Pt. I & II",Ray Charles,pop,0.17214576865238684
265,47027878,Green & Gold,Lianne La Havas,alternative,47385129,What You Don't Do,Lianne La Havas,alternative,0.38277085507403996
266,41620966,"Reach Out, I'll Be There",Four Tops,pop,41620962,What Becomes Of The Brokenhearted,Jimmy Ruffin,rnb,0.2095678979873875
267,55407422,Go Your Own Way,Fleetwood Mac,pop,55407419,Dreams,Fleetwood Mac,pop,0.10550999286203411
268,29032157,Grief,Earl Sweatshirt,hiphop,29032162,Faucet,Earl Sweatshirt,hiphop,0.29421267203725965
269,38717088,Cowboys From Hell  (LP Version),Pantera,rock,29109098,Hangar 18,Megadeth,metal,0.11656524815545355
270,29032152,Chum,Earl Sweatshirt,hiphop,30422870,Hive,Earl Sweatshirt,hiphop,0.20403998023740455
271,47716442,Crazy Train (Remastered),Ozzy Osbourne,rock,52668750,Iron Man,Black Sabbath,rock,0.16935838609639664
